,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
639,3.0,0,9.0,7.0,0,8.0,7.0,0
640,9.0,1,0.0,2.0,1,0.0,0.0,1
641,0.0,0,4.0,6.0,0,12.0,4.0,0
642,9.0,1,0.0,2.0,1,2.0,1.0,1
643,1.0,0,6.0,6.0,0,8.0,4.0,0
645,3.0,0,9.0,6.0,0,9.0,7.0,0
646,9.0,1,0.0,0.0,1,4.0,0.0,1
647,6.0,1,2.0,3.0,1,5.0,1.0,0
648,1.0,0,5.0,4.0,0,6.0,8.0,0
649,9.0,1,0.0,2.0,1,3.0,0.0,1
650,11.0,1,3.0,2.0,1,4.0,0.0,1
651,0.0,0,7.0,7.0,0,7.0,5.0,0
652,10.0,1,2.0,2.0,1,3.0,1.0,1
653,6.0,1,2.0,0.0,1,3.0,2.0,1
654,1.0,0,5.0,7.0,0,11.0,8.0,0
655,3.0,0,5.0,5.0,0,13.0,8.0,0
656,5.0,1,0.0,0.0,1,3.0,2.0,1
657,7.0,1,3.0,0.0,1,4.0,2.0,1
658,5.0,1,0.0,2.0,1,1.0,0.0,1
659,1.0,0,6.0,4.0,0,13.0,3.0,0
660,1.0,0,6.0,6.0,0,6.0,8.0,0
661,0.0,0,8.0,5.0,0,9.0,8.0,0
662,10.0,1,0.0,0.0,1,5.0,2.0,1
663,6.0,1,3.0,2.0,1,4.0,2.0,1
664,0.0,0,8.0,4.0,0,9.0,3.0,0
665,0.0,0,5.0,4.0,0,8.0,9.0,0
666,3.0,0,4.0,5.0,0,11.0,4.0,0
667,2.0,0,5.0,6.0,0,7.0,5.0,0
668,0.0,0,6.0,6.0,0,8.0,8.0,0
670,0.0,0,4.0,3.0,0,11.0,4.0,0
671,7.0,1,1.0,0.0,1,0.0,2.0,1
672,0.0,0,7.0,4.0,0,6.0,6.0,0
673,1.0,0,9.0,7.0,0,13.0,3.0,0
674,10.0,1,0.0,3.0,1,5.0,2.0,1
675,6.0,1,2.0,2.0,1,5.0,1.0,1
676,8.0,1,0.0,0.0,1,4.0,1.0,1
677,3.0,0,6.0,5.0,0,6.0,8.0,0
678,6.0,1,2.0,1.0,1,1.0,1.0,1
679,3.0,0,4.0,5.0,0,11.0,5.0,0
682,2.0,0,9.0,5.0,0,6.0,9.0,0
683,4.505816002819881,1,3.0,1.0,1,4.0,0.0,1
685,0.0,0,9.0,4.0,0,10.0,5.0,0
686,2.0,0,4.0,7.0,0,13.0,4.0,0
687,6.0,1,3.0,1.0,1,5.0,2.0,1
688,11.0,1,3.0,0.0,1,5.0,0.0,1
690,5.0,1,2.0,0.0,1,4.0,2.0,1
691,3.0,0,8.0,6.0,0,9.0,7.0,0
692,3.0,0,5.0,5.0,0,6.0,9.0,0
693,8.0,1,3.0,2.0,1,1.0,2.0,1
694,4.505816002819881,0,6.0,6.0,0,12.0,6.0,0
695,3.0,0,3.963354474982382,4.0,0,11.0,8.0,0
696,4.0,1,1.0,0.0,1,3.0,2.0,1
698,5.0,0,1.0,2.0,1,5.0,2.0,1
699,3.0,0,4.0,5.0,0,8.0,3.0,0
700,1.0,0,4.0,7.0,0,7.0,7.0,0
702,2.0,0,9.0,7.0,0,7.0,9.0,0
703,0.0,0,6.0,5.0,0,7.0,7.0,0
706,7.0,1,2.0,0.0,1,1.0,1.0,1
707,0.0,0,6.0,4.0,0,11.0,5.0,0
708,3.0,0,5.0,7.0,0,14.0,7.0,0
709,2.0,0,5.0,4.0,0,6.0,4.0,0
710,0.0,0,7.0,5.0,0,7.0,6.0,0
711,9.0,1,2.0,0.0,1,2.0,0.0,1
713,4.505816002819881,1,3.0,2.0,1,3.0,0.0,1
714,2.0,0,6.0,5.0,0,7.0,9.0,0
715,2.0,0,9.0,5.0,0,10.0,3.0,0
716,5.0,1,3.0,2.0,1,3.0,2.0,1
717,2.0,0,7.0,6.0,0,6.0,8.0,0
718,6.0,1,0.0,2.0,1,1.0,0.0,1
719,1.0,0,5.0,4.0,0,14.0,3.0,0
720,3.0,0,4.0,4.0,0,14.0,7.0,1
721,2.0,0,5.0,4.0,0,12.0,5.0,0
722,2.0,0,5.0,4.0,0,8.0,8.0,0
723,1.0,0,5.0,7.0,0,8.0,7.0,0
724,7.0,1,2.0,2.0,1,0.0,0.0,1
725,0.0,0,5.0,4.0,0,12.0,3.0,0
726,10.0,1,3.0,1.0,1,2.0,2.0,1
727,0.0,0,4.0,6.0,0,10.0,8.0,0
728,3.0,0,9.0,7.0,0,14.0,4.0,0
729,0.0,0,7.0,6.0,0,14.0,7.0,0
732,2.0,0,9.0,6.0,0,10.0,9.0,0
734,0.0,0,5.0,3.0,0,9.0,9.0,0
735,2.0,0,5.0,6.0,0,12.0,3.0,0
737,1.0,0,6.0,4.0,0,13.0,4.0,0
738,10.0,1,2.0,2.0,1,0.0,0.0,1
739,9.0,1,0.0,0.0,1,1.0,0.0,1
740,3.0,0,8.0,5.0,0,7.0,9.0,0
741,6.0,1,1.0,1.0,1,5.0,2.0,1
742,10.0,1,0.0,0.0,1,1.0,2.0,1
743,6.0,1,2.0,1.0,1,3.0,0.0,1
745,3.0,0,4.0,7.0,0,13.0,6.0,0
746,2.0,0,4.0,5.0,0,14.0,9.0,0
747,10.0,1,3.0,0.0,1,0.0,1.0,1
748,0.0,0,6.0,4.0,0,13.0,8.0,0
749,5.0,1,3.0,1.0,1,5.0,0.0,1
750,0.0,0,4.0,4.0,0,14.0,9.0,0
752,0.0,0,8.0,6.0,0,11.0,9.0,0
753,11.0,1,2.0,1.0,1,2.0,1.0,1
754,0.0,0,5.0,4.0,0,12.0,6.0,0
755,7.0,1,2.0,0.0,1,5.0,0.0,1
756,2.0,0,8.0,5.0,0,7.0,3.0,0
759,10.0,1,2.0,0.0,1,0.0,2.0,1
760,3.0,0,5.0,4.0,0,8.0,4.0,0
761,5.0,1,1.0,0.0,1,2.0,2.0,1
762,1.0,0,3.963354474982382,7.0,0,14.0,3.0,0
763,7.0,1,1.0,0.0,1,1.0,2.0,1
764,4.0,1,3.0,2.0,1,2.0,0.0,1
765,0.0,0,6.0,4.0,0,7.0,6.0,0
766,5.0,1,0.0,2.0,1,0.0,0.0,1
767,2.0,0,6.0,5.0,0,13.0,6.0,0
768,10.0,1,1.0,2.0,0,4.0,1.0,1
769,1.0,0,3.963354474982382,4.0,0,10.0,7.0,0
771,2.0,0,5.0,6.0,0,13.0,4.0,0
772,3.0,0,6.0,4.0,0,6.0,8.0,0
773,3.0,0,6.0,7.0,0,13.0,6.0,0
774,4.0,1,2.0,2.0,1,0.0,0.0,1
775,6.0,1,0.0,0.0,1,4.0,1.0,1
776,4.505816002819881,0,6.0,5.0,0,12.0,7.0,0
777,6.0,1,0.0,1.0,1,0.0,2.0,1
778,10.0,1,2.0,1.0,1,1.0,2.0,1
779,0.0,0,9.0,6.0,0,7.0,6.0,0
780,1.0,0,9.0,4.0,0,12.0,4.0,0
781,11.0,1,0.0,1.0,1,2.0,0.0,1
783,6.0,1,3.0,1.0,1,2.0,1.0,1
784,10.0,1,1.0,0.0,1,1.0,2.0,1
785,7.0,1,3.0,2.0,1,5.0,0.0,1
786,8.0,0,1.0,1.0,1,3.0,2.0,1
787,11.0,1,0.0,1.0,1,0.0,1.0,1
789,1.0,0,5.0,5.0,0,9.0,5.0,0
790,2.0,0,7.0,4.0,0,12.0,7.0,1
791,2.0,0,4.0,5.0,0,8.0,5.0,0
792,5.0,1,2.0,1.0,1,1.0,1.0,1
794,4.0,1,2.0,2.0,1,4.0,0.0,1
796,6.0,1,2.0,2.0,1,0.0,1.0,1
797,3.0,0,7.0,4.0,0,10.0,9.0,1
798,3.0,0,8.0,6.0,0,9.0,8.0,0
800,4.0,1,1.0,1.0,1,1.0,0.0,1
801,6.0,1,3.0,0.0,1,0.0,1.0,1
802,10.0,1,3.0,2.0,1,3.0,1.0,0
803,0.0,0,4.0,4.0,0,10.0,9.0,0
804,2.0,0,9.0,5.0,0,9.0,9.0,0
808,1.0,0,4.0,7.0,0,11.0,8.0,0
810,0.0,0,8.0,5.0,0,7.0,8.0,0
811,2.0,0,9.0,7.0,0,14.0,3.0,0
812,3.0,0,9.0,4.0,0,13.0,5.0,0
813,9.0,1,2.0,0.0,1,0.0,0.0,1
814,9.0,1,3.0,2.0,1,5.0,1.0,1
815,7.0,1,3.0,0.0,1,1.0,1.0,1
816,7.0,1,0.0,1.0,1,0.0,0.0,0
817,4.0,1,0.0,1.0,1,0.0,0.0,1
818,3.0,0,5.0,3.0,0,12.0,4.0,0
819,4.505816002819881,1,2.0,1.0,1,5.0,1.0,1
820,5.0,1,2.0,1.0,1,1.0,2.0,1
821,3.0,0,4.0,7.0,0,8.0,5.0,0
822,9.0,1,0.0,1.0,1,0.0,2.0,1
823,2.0,0,4.0,5.0,0,13.0,4.0,0
825,10.0,1,2.0,1.0,1,1.0,1.0,1
826,1.0,0,6.0,6.0,0,14.0,6.0,0
828,3.0,0,7.0,4.0,0,14.0,7.0,0
831,11.0,1,2.0,1.0,1,5.0,1.0,1
832,6.0,1,1.0,0.0,1,0.0,2.0,1
833,2.0,0,7.0,5.0,0,8.0,5.0,0
834,8.0,1,0.0,1.0,1,0.0,2.0,1
835,7.0,1,0.0,1.0,1,4.0,2.0,1
837,3.0,0,7.0,7.0,0,7.0,3.0,0
838,6.0,1,3.0,0.0,1,3.0,1.0,1
839,0.0,0,5.0,7.0,0,9.0,4.0,0
840,2.0,0,5.0,7.0,0,11.0,9.0,0
841,1.0,0,6.0,6.0,0,11.0,7.0,0
842,3.0,0,6.0,4.0,0,7.0,3.564726631393298,0
843,2.0,0,4.0,6.0,0,13.0,6.0,0
844,3.0,0,9.0,6.0,0,7.0,9.0,0
845,0.0,0,8.0,5.0,0,14.0,8.0,0
846,1.0,0,7.0,4.0,0,13.0,9.0,0
848,2.0,0,4.0,4.0,0,7.0,5.0,0
849,8.0,1,0.0,2.0,1,0.0,0.0,1
850,2.0,0,6.0,5.0,0,8.0,8.0,0
851,1.0,0,5.0,4.0,0,14.0,3.0,1
853,4.0,1,3.0,1.0,1,3.0,0.0,1
854,6.0,1,0.0,2.0,1,4.0,0.0,1
855,0.0,0,4.0,7.0,0,13.0,6.0,0
856,2.0,0,9.0,7.0,0,9.0,4.0,0
858,0.0,0,4.0,6.0,0,8.0,8.0,0
863,4.0,1,2.0,2.0,1,2.0,1.0,1
867,0.0,0,8.0,7.0,0,11.0,7.0,0
868,2.0,0,9.0,6.0,0,7.0,3.0,0
870,9.0,1,1.0,1.0,1,0.0,1.0,1
871,11.0,1,2.0,0.0,1,3.0,2.0,0
873,4.0,1,2.0,2.0,1,5.0,0.0,0
874,11.0,1,0.0,0.0,1,1.0,1.0,1
875,3.0,0,5.0,5.0,0,11.0,9.0,0
876,0.0,0,4.0,4.0,0,14.0,7.0,0
877,0.0,0,8.0,4.0,0,14.0,5.0,0
878,3.0,0,5.0,4.0,0,11.0,8.0,0
879,3.0,0,9.0,3.0,0,11.0,4.0,0
880,5.0,1,0.0,0.0,1,2.0,0.0,1
881,6.0,1,0.0,1.0,1,5.0,2.0,1
882,4.0,1,0.0,2.0,1,0.0,1.0,0
883,2.0,0,8.0,6.0,0,14.0,3.0,1
884,0.0,0,4.0,6.0,0,11.0,4.0,0
885,2.0,0,6.0,7.0,0,7.0,8.0,0
886,4.0,1,2.0,0.0,1,1.0,1.0,0
887,1.0,0,7.0,4.0,0,14.0,6.0,0
888,8.0,1,1.0,0.0,1,3.0,2.0,0
889,2.0,0,9.0,5.0,0,7.0,6.0,0
890,6.0,1,2.0,0.0,1,4.0,2.0,1
891,6.0,1,2.0,2.0,1,4.0,2.0,1
892,4.0,1,3.0,2.0,1,2.0,2.0,0
893,7.0,0,0.0,0.0,1,5.0,2.0,1
894,5.0,1,1.0,0.0,1,3.0,0.0,1
895,3.0,0,9.0,6.0,0,8.0,4.0,0
896,7.0,1,1.0,1.0,1,1.0,0.0,1
897,8.0,1,3.0,1.0,1,0.0,1.0,1
898,6.0,1,2.0,2.0,1,3.0,1.0,1
900,0.0,0,5.0,7.0,0,9.0,6.0,0
901,7.0,1,1.0,2.0,1,5.0,0.0,1
903,2.0,0,8.0,6.0,0,11.0,8.0,0
905,2.0,0,5.0,7.0,0,14.0,7.0,0
906,5.0,1,3.0,0.0,0,1.0,2.0,1
908,5.0,1,0.0,1.0,1,6.268862911795962,1.0,1
910,4.0,1,2.0,1.0,1,0.0,2.0,1
911,8.0,1,3.963354474982382,1.0,1,4.0,2.0,1
912,2.0,0,7.0,6.0,0,14.0,8.0,1
913,8.0,1,0.0,0.0,1,5.0,0.0,1
914,1.0,0,6.0,6.0,0,10.0,4.0,0
915,2.0,0,5.0,5.0,0,12.0,3.0,0
916,4.0,1,2.0,2.0,1,3.0,1.0,1
919,4.0,1,3.0,2.0,1,0.0,0.0,1
920,2.0,0,9.0,4.0,0,12.0,6.0,0
921,8.0,1,0.0,1.0,1,3.0,0.0,1
922,3.0,0,6.0,7.0,0,10.0,8.0,0
923,3.0,0,5.0,6.0,0,11.0,6.0,0
924,0.0,0,5.0,6.0,0,11.0,8.0,0
926,2.0,0,5.0,6.0,0,9.0,8.0,1
927,7.0,1,1.0,0.0,1,4.0,0.0,1
929,9.0,0,0.0,2.0,1,3.0,0.0,1
931,2.0,0,7.0,6.0,0,13.0,8.0,0
932,0.0,0,7.0,7.0,0,13.0,6.0,1
934,1.0,0,5.0,7.0,0,12.0,3.0,0
935,0.0,0,7.0,5.0,0,9.0,4.0,0
937,1.0,0,4.0,4.0,0,7.0,5.0,0
938,0.0,0,4.0,4.0,0,8.0,6.0,0
939,9.0,1,2.0,1.0,1,3.0,1.0,1
940,2.0,0,9.0,6.0,0,11.0,5.0,0
941,2.0,0,9.0,7.0,0,10.0,6.0,0
942,5.0,1,3.0,2.0,1,0.0,1.0,1
944,11.0,1,1.0,1.0,1,5.0,1.0,1
945,2.0,0,7.0,5.0,0,14.0,9.0,0
946,0.0,0,6.0,5.0,0,7.0,5.0,0
947,5.0,1,1.0,1.0,1,1.0,0.0,1
948,4.505816002819881,0,4.0,4.0,0,11.0,3.0,1
949,7.0,1,2.0,1.0,1,0.0,3.564726631393298,1
950,3.0,0,9.0,5.0,0,9.0,5.0,1
951,2.0,0,4.0,5.0,0,14.0,7.0,1
953,2.0,0,7.0,4.0,0,9.0,4.0,0
954,0.0,0,7.0,6.0,0,11.0,7.0,0
955,2.0,0,9.0,5.0,0,12.0,5.0,0
957,1.0,0,4.0,5.0,0,7.0,7.0,0
958,2.0,0,4.0,6.0,0,8.0,3.0,0
959,6.0,1,0.0,0.0,1,3.0,1.0,1
961,7.0,1,3.0,2.0,1,0.0,0.0,1
963,10.0,1,1.0,2.0,1,4.0,2.0,1
965,3.0,0,9.0,5.0,0,12.0,7.0,0
967,1.0,0,9.0,6.0,0,10.0,8.0,0
968,1.0,0,8.0,5.0,0,12.0,4.0,0
969,3.0,0,8.0,4.0,0,10.0,4.0,0
970,1.0,0,8.0,4.0,0,10.0,4.0,0
972,3.0,0,3.963354474982382,6.0,0,10.0,6.0,0
973,3.0,0,8.0,5.0,0,9.0,4.0,0
974,7.0,1,3.0,1.0,1,2.0,0.0,1
975,0.0,0,7.0,4.0,0,11.0,4.0,0
976,8.0,1,1.0,0.0,1,0.0,0.0,1
977,11.0,1,0.0,0.0,1,0.0,0.0,0
979,1.0,0,5.0,7.0,0,13.0,7.0,0
980,7.0,1,2.0,2.0,1,1.0,2.0,1
981,1.0,0,4.0,6.0,0,6.0,6.0,0
982,2.0,0,8.0,6.0,0,10.0,6.0,0
983,4.0,1,2.0,0.0,1,4.0,0.0,1
984,2.0,0,6.0,4.0,0,8.0,5.0,1
985,11.0,1,0.0,0.0,1,3.0,0.0,1
986,11.0,1,1.0,2.0,1,5.0,2.0,1
987,3.0,0,6.0,6.0,0,8.0,6.0,0
988,6.0,1,2.0,1.0,1,6.268862911795962,0.0,1
989,9.0,1,1.0,1.0,1,5.0,2.0,1
993,0.0,0,4.0,4.0,0,12.0,8.0,0
994,10.0,1,1.0,1.0,1,4.0,2.0,1
995,3.0,0,5.0,5.0,0,10.0,9.0,0
997,10.0,1,0.0,0.0,1,2.0,1.0,1
998,7.0,1,1.0,0.0,1,1.0,1.0,1
999,3.0,0,9.0,7.0,0,10.0,6.0,0
1000,11.0,1,2.0,1.0,1,0.0,0.0,1
1001,2.0,0,5.0,7.0,0,12.0,9.0,0
1002,4.0,1,3.0,0.0,1,1.0,0.0,1
1003,0.0,0,9.0,4.0,0,13.0,8.0,1
1004,3.0,0,3.963354474982382,6.0,0,12.0,6.0,0
1005,3.0,0,6.0,7.0,0,11.0,3.564726631393298,0
1006,6.0,1,0.0,1.0,1,3.0,0.0,1
1007,0.0,0,5.0,5.0,0,10.0,9.0,0
1009,11.0,1,3.0,0.0,1,5.0,2.0,1
1010,0.0,0,8.0,4.0,0,13.0,5.0,0
1012,2.0,0,7.0,6.0,0,14.0,7.0,0
1013,10.0,1,3.0,1.0,1,1.0,0.0,1
1014,7.0,1,0.0,2.0,1,0.0,2.0,1
1015,11.0,1,3.0,1.0,1,1.0,2.0,1
1016,0.0,0,5.0,4.0,0,12.0,5.0,0
1017,6.0,1,1.0,0.0,1,6.268862911795962,0.0,1
1018,4.505816002819881,0,7.0,5.0,0,11.0,6.0,0
1019,4.0,1,1.0,1.0,1,0.0,1.0,1
1020,8.0,1,0.0,2.0,1,2.0,2.0,1
1021,10.0,1,1.0,2.0,1,4.0,1.0,1
1024,9.0,1,0.0,1.0,1,4.0,1.0,1
1025,1.0,0,9.0,3.0,0,14.0,7.0,0
1026,7.0,1,0.0,2.0,1,3.0,0.0,1
1028,7.0,1,3.0,1.0,1,1.0,1.0,1
1029,1.0,0,6.0,6.0,0,8.0,3.0,0
1030,2.0,0,9.0,6.0,0,11.0,7.0,0
1031,7.0,1,1.0,1.0,1,5.0,0.0,1
1032,10.0,1,3.0,2.0,1,4.0,1.0,1
1033,10.0,1,0.0,2.0,1,0.0,1.0,1
1034,10.0,1,3.0,0.0,1,2.0,2.0,1
1036,8.0,1,0.0,0.0,1,5.0,2.0,1
1039,7.0,1,0.0,1.0,1,1.0,2.0,1
1040,0.0,0,6.0,4.0,0,11.0,7.0,0
1041,1.0,0,4.0,6.0,0,8.0,7.0,1
1042,2.0,0,5.0,6.0,0,8.0,7.0,0
1043,8.0,1,3.0,0.0,1,3.0,0.0,1
1044,0.0,0,5.0,7.0,0,10.0,6.0,0
1045,9.0,1,1.0,1.0,1,1.0,2.0,1
1046,0.0,0,4.0,7.0,0,11.0,3.0,0
1047,1.0,0,9.0,7.0,0,14.0,9.0,0
1048,7.0,1,3.0,0.0,1,3.0,0.0,0
1049,9.0,0,3.0,1.0,1,5.0,1.0,1
1051,11.0,1,1.0,1.0,1,1.0,0.0,1
1052,0.0,0,9.0,7.0,0,14.0,7.0,0
1053,7.0,1,3.0,2.0,1,3.0,1.0,1
1054,1.0,0,6.0,4.0,0,10.0,6.0,0
1056,10.0,0,1.0,2.0,1,3.0,2.0,1
1057,3.0,0,8.0,5.0,0,13.0,8.0,0
1058,4.0,1,0.0,1.0,1,4.0,1.0,1
1060,3.0,0,4.0,6.0,0,8.0,3.0,0
1061,8.0,1,3.0,0.0,1,4.0,0.0,1
1062,0.0,0,5.0,4.0,0,9.0,9.0,0
1063,5.0,1,0.0,2.0,1,5.0,2.0,1
1064,0.0,0,4.0,7.0,0,7.0,6.0,0
1065,1.0,0,6.0,4.0,0,12.0,8.0,0
1066,0.0,0,4.0,5.0,0,11.0,8.0,0
1067,9.0,1,1.0,0.0,1,1.0,0.0,1
1068,8.0,1,1.0,1.0,1,0.0,1.0,1
1069,5.0,1,1.0,2.0,1,4.0,2.0,1
1071,1.0,0,6.0,7.0,0,8.0,9.0,0
1072,0.0,0,8.0,7.0,0,9.0,8.0,0
1074,1.0,0,7.0,7.0,0,14.0,4.0,0
1075,3.0,0,5.0,4.0,0,7.0,3.0,0
1076,3.0,0,9.0,6.0,0,13.0,6.0,0
1077,0.0,0,5.0,7.0,0,8.0,8.0,0
1078,10.0,1,3.0,2.0,1,0.0,2.0,1
1079,5.0,1,2.0,3.0,1,4.0,3.564726631393298,1
1080,2.0,0,7.0,5.0,0,13.0,6.0,0
1081,7.0,1,0.0,0.0,1,4.0,2.0,1
1084,10.0,1,3.0,2.0,1,4.0,2.0,1
1085,6.0,1,1.0,2.0,1,5.0,0.0,1
1086,3.0,0,4.0,6.0,0,13.0,7.0,0
1088,9.0,1,1.0,1.0,1,2.0,0.0,1
1089,3.0,0,6.0,5.0,0,12.0,3.0,0
1090,2.0,0,8.0,6.0,0,10.0,7.0,0
1091,9.0,1,0.0,1.0,1,3.0,1.0,1
1092,1.0,0,6.0,6.0,0,10.0,3.0,0
1093,2.0,0,4.0,7.0,0,14.0,6.0,0
1094,1.0,0,5.0,5.0,0,10.0,5.0,0
1095,0.0,0,7.0,4.0,0,14.0,6.0,0
1096,1.0,0,5.0,5.0,0,8.0,6.0,0
1097,4.505816002819881,0,4.0,6.0,0,7.0,9.0,0
1098,7.0,1,3.0,0.0,1,4.0,1.0,1
1099,9.0,1,2.0,1.0,1,1.0,0.0,1
1101,2.0,0,7.0,5.0,0,14.0,5.0,1
1102,2.0,0,5.0,5.0,0,14.0,9.0,0
1103,11.0,1,3.0,1.0,1,0.0,0.0,1
1104,7.0,1,2.0,1.0,1,2.0,2.0,1
1105,4.0,1,3.0,0.0,1,1.0,1.0,1
1106,2.0,0,7.0,6.0,0,12.0,8.0,1
1107,0.0,0,7.0,7.0,0,6.0,9.0,0
1108,10.0,1,3.0,2.0,1,2.0,1.0,1
1109,4.0,1,2.0,1.0,1,4.0,2.0,1
1110,0.0,0,8.0,4.0,0,9.0,8.0,0
1111,3.0,0,7.0,4.0,0,12.0,3.0,0
1112,2.0,0,7.0,4.0,0,7.0,5.0,0
1114,6.0,1,2.0,1.0,1,5.0,1.0,1
1116,6.0,1,1.0,2.0,1,5.0,2.0,1
1117,7.0,1,0.0,0.0,1,5.0,1.0,1
1118,9.0,1,2.0,1.0,1,0.0,2.0,1
1119,9.0,1,2.0,2.0,1,1.0,2.0,1
1121,0.0,0,6.0,7.0,0,12.0,3.0,0
1122,3.0,0,6.0,6.0,0,9.0,8.0,0
1123,3.0,0,9.0,4.0,0,9.0,3.0,0
1124,1.0,0,4.0,7.0,0,6.0,6.0,0
1125,0.0,0,9.0,6.0,0,10.0,5.0,0
1126,0.0,0,6.0,5.0,0,14.0,6.0,0
1127,6.0,1,3.0,1.0,1,0.0,0.0,1
1129,0.0,0,9.0,7.0,0,8.0,5.0,0
1130,11.0,1,1.0,1.0,1,4.0,2.0,1
1131,0.0,0,8.0,7.0,0,9.0,7.0,0
1132,2.0,0,7.0,4.0,0,10.0,7.0,0
1133,4.0,1,0.0,0.0,1,3.0,2.0,1
1134,0.0,0,5.0,7.0,0,6.0,7.0,0
1135,2.0,0,7.0,5.0,0,14.0,5.0,0
1136,4.505816002819881,1,3.0,0.0,1,5.0,0.0,1
1137,6.0,1,1.0,0.0,1,4.0,2.0,0
1138,7.0,1,2.0,2.0,1,3.0,1.0,1
1140,3.0,0,5.0,6.0,0,12.0,3.0,0
1141,0.0,0,9.0,5.0,0,11.0,3.0,0
1142,5.0,1,0.0,0.0,1,3.0,1.0,1
1143,1.0,0,6.0,7.0,0,8.0,6.0,1
1144,5.0,1,0.0,0.0,1,4.0,0.0,1
1146,3.0,0,4.0,4.0,0,11.0,3.0,0
1147,1.0,0,4.0,5.0,0,13.0,5.0,0
1149,8.0,1,3.963354474982382,0.0,1,5.0,1.0,1
1150,6.0,1,1.0,1.0,1,0.0,0.0,1
1151,3.0,0,8.0,4.0,0,14.0,3.0,0
1153,10.0,1,0.0,2.0,1,4.0,2.0,1
1154,1.0,0,6.0,6.0,0,6.0,6.0,0
1155,2.0,0,7.0,7.0,0,13.0,7.0,0
1156,8.0,1,0.0,0.0,1,0.0,0.0,1
1157,5.0,1,2.0,1.0,1,4.0,0.0,1
1158,6.0,1,1.0,2.0,1,5.0,0.0,0
1160,1.0,0,5.0,7.0,0,6.0,9.0,0
1161,3.0,0,5.0,4.0,0,8.0,9.0,0
1162,3.0,0,7.0,4.0,0,6.0,6.0,0
1163,5.0,1,2.0,2.0,1,0.0,2.0,1
1164,5.0,1,2.0,0.0,1,0.0,1.0,1
1165,1.0,0,6.0,6.0,0,7.0,5.0,0
1169,0.0,0,4.0,5.0,0,8.0,5.0,1
1170,0.0,0,8.0,6.0,0,10.0,7.0,0
1171,9.0,1,0.0,2.0,1,0.0,2.0,1
1172,11.0,1,0.0,1.0,1,3.0,0.0,0
1175,9.0,1,3.0,1.0,1,2.0,2.0,1
1176,3.0,0,7.0,6.0,0,14.0,9.0,0
1177,2.0,0,6.0,7.0,0,14.0,8.0,0
1178,7.0,1,3.0,0.0,1,1.0,0.0,1
1179,10.0,1,3.0,0.0,1,0.0,0.0,1
1180,2.0,0,7.0,6.0,0,7.0,6.0,0
1181,6.0,1,2.0,2.0,1,2.0,1.0,1
1182,2.0,0,4.0,4.0,0,11.0,7.0,0
1183,11.0,1,1.0,1.0,1,0.0,2.0,1
1185,1.0,0,6.0,6.0,0,9.0,4.0,1
1186,2.0,0,9.0,5.0,0,8.0,4.0,0
1187,9.0,1,2.0,0.0,1,4.0,1.0,1
1188,1.0,0,8.0,5.0,0,10.0,4.0,0
1189,7.0,1,0.0,2.0,1,5.0,1.0,0
1190,3.0,0,4.0,4.0,0,9.0,3.0,0
1191,8.0,1,3.0,1.0,1,3.0,0.0,1
1192,0.0,0,4.0,4.0,0,7.0,7.0,1
1193,1.0,0,8.0,6.0,0,12.0,5.0,0
1194,6.0,1,1.0,1.0,1,4.0,2.0,1
1195,1.0,0,4.0,4.0,0,10.0,6.0,0
1196,6.0,1,2.0,2.0,1,0.0,2.0,0
1197,3.0,0,8.0,6.0,0,7.0,5.0,0
1198,7.0,1,2.0,0.0,1,0.0,2.0,1
1199,3.0,0,5.0,7.0,0,11.0,3.0,1
1200,11.0,1,1.0,2.0,1,4.0,2.0,1
1201,8.0,1,3.0,0.0,1,0.0,0.0,1
1202,3.0,0,9.0,6.0,0,10.0,4.0,0
1204,9.0,1,2.0,2.0,1,3.0,0.0,1
1205,4.0,1,3.0,0.0,1,5.0,1.0,1
1206,7.0,1,1.0,0.0,1,2.0,2.0,1
1207,5.0,1,3.0,1.0,1,1.0,1.0,0
1208,2.0,0,4.0,5.0,0,13.0,9.0,0
1209,10.0,1,2.0,2.0,1,0.0,2.0,1
1210,5.0,1,0.0,2.0,1,4.0,1.0,1
1211,6.0,1,1.0,2.0,1,3.0,2.0,0
1212,8.0,1,2.0,2.0,1,0.0,0.0,1
1214,2.0,0,9.0,6.0,0,10.0,7.0,0
1215,10.0,1,1.0,0.0,1,1.0,1.0,1
1216,4.505816002819881,0,9.0,6.0,0,8.0,8.0,0
1217,5.0,1,1.0,1.0,1,4.0,1.0,1
1218,0.0,0,6.0,7.0,0,14.0,8.0,0
1219,2.0,0,6.0,6.0,0,7.0,4.0,0
1220,0.0,0,9.0,6.0,0,8.0,3.0,0
1221,7.0,1,0.0,3.0,1,0.0,2.0,1
1222,0.0,0,8.0,7.0,0,13.0,7.0,0
1223,3.0,0,4.0,6.0,0,6.0,6.0,0
1224,2.0,0,5.0,6.0,0,13.0,9.0,0
1225,4.0,1,1.0,1.0,1,5.0,1.0,1
1226,10.0,1,1.0,2.0,1,2.0,2.0,1
1227,9.0,1,3.0,0.0,1,4.0,1.0,1
1228,0.0,0,8.0,6.0,0,11.0,4.0,0
1229,3.0,0,4.0,6.0,0,7.0,4.0,0
1230,3.0,0,9.0,7.0,0,7.0,4.0,0
